0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.9675616,-0.0992462
0.0618409,-1.3331104
0.7199152,-0.1515188
0.7594434,0.7616024
0.9308469,-0.0497370
0.5051943,-0.2374555
0.7451979,0.4086066
-0.3880844,1.9912286
0.1320408,-1.2572497
0.7151818,0.5029096
1.0676947,-2.6179241
0.8979736,0.0938032
0.6366123,-1.4382805
0.6903074,0.0478013
-0.3880844,1.9912286
0.1057320,2.1833371
0.7135953,0.2494215
0.9000907,0.0121397
0.8951707,0.1181026
-0.4790929,-1.0307234
1.1133770,0.3540017
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
-0.0659085,-0.6725207
1.1953987,0.2910878
0.6353941,0.4901967
0.5472690,-1.9813968
0.1285898,2.3482359
0.7262367,0.7260517
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.3971497,2.1136286
0.7092983,-1.2876847
0.7102181,-1.2944880
0.5924084,-2.0666094
0.7116964,-1.2893200
0.7326648,-1.5342282
0.6297166,-2.0097815
0.5870712,-1.4735483
0.4961866,-1.4191097
0.6565754,-2.1358467
0.7393965,-1.2392746
0.6837397,-1.3381142
0.5741575,-1.6936326
0.8281413,-2.1346947
0.6780971,-1.3445615
0.6797098,-1.3518588
0.7833387,-1.6270274
0.6957179,-1.8268884
0.4501763,-1.4013354
0.7367453,-1.4547913
0.5835386,-1.9549782
0.3720815,-2.7562588
0.4550527,-1.3989286
0.7293033,-1.5315684
0.5713091,-2.0453514
0.6958959,-1.3132049
0.4882646,-1.4404761
0.5233265,-1.6640213
0.7956729,-2.1397387
0.6146003,-1.4127236
0.3218282,-1.1519487
0.5234836,-1.5752993
0.3671562,-1.5162914
0.7118919,-1.9543847
0.3647494,-2.7302184
